User Name,Rating,Comment,Date
Benny Setyabudi,1,"Upload pict unt buyer di message tidak bisa. Selalu alasannya update di play store, kendala gangguan di Toped. Tp tidak segera diperbaiki. Batalkan aja merger kerjasama dgn Tiktok nya. Menyusahkan dan jadi tidak praktis. Message transaksi beli dan jual dipisah aplikasinya, sangat tidak praktis dan tidak efisien. Mendingan sy beralih ke Bukalapak ato Shopee aja.",2025-06-07 10:29:51
Sandy Susanto,1,Fitur tidak sekomplit tokopedia seller: 1. Live Tracking Kurir instant hilang 2. Tidak bisa pilih kurir 3.,2025-06-07 10:02:04
Amie Jiravorapat,4,ข้อมูลที่ขอให้ผู้ขายส่ง ได้ทำการส่งแล้ว แต่ผู้ตรวจสอบกลับไม่อนุมัติ และไม่ได้ตรวจสอบให่ละเอียดก่อนตีกลับค่ะ,2025-06-07 09:52:57
Pavasiya Dhruv,1,this seller center is worst part of my life as soon as we were growing our store and suddenly somhow from nowhere they deactivated our account for no reason and live agents are taking to long to reply and not solving problem poor service zero communication very disappointed i want my seller account back please help if you can thank you,2025-06-07 09:38:01
Sport Corner,1,"slow , and unusefull",2025-06-07 07:08:08
tuan putih,1,"produk karya anak bangsa jadi begini, memalukan dan menyedihkan bro",2025-06-07 06:53:06
Ilham H,1,"Interfacenya ga user friendly, membingungkan, tokopedia seller lebih ringkas, jelas, penggunaan mudah",2025-06-07 06:04:50
Hermawan Sulistyo,1,Pindah malah ngak bs login app nya,2025-06-07 05:37:38
agnestya wijaya,2,"gak seenak itu, admin gede bgt buat pemula trus ekspedisi gabisa milih make yg mana padahal gak semua ekspedisi ada didaerah kita hhhh ribet dah pokoknya",2025-06-07 05:31:12
md Shamim,5,good,2025-06-07 05:21:25
DRONE OUTLET,1,Aplikasi Sampah. barang cuma berat 200gr tapi dipaksa harus dibuat 2kg. kasian customer harus bayar ongkir mahal. korupsi namanya ini,2025-06-07 05:03:14
Fjrankie,5,bagus. gak sesusah yang orang bilang. pd lebay orang²,2025-06-07 04:07:24
erwin jingga,5,Great app,2025-06-07 03:56:56
Jax D,1,its like my big fat dookie,2025-06-07 03:48:12
EA Malachi CLothing Ph,5,madaling gamitin at walang kahiraphirap,2025-06-07 03:38:55
Fiqriansyah,1,LEMOTT WOYY NGADA NGADA AJAAA.. DIGABUNGIN GINI. DAH BAGUS TOKPED SELLER... ASLI LEMOTT BANGATT DAH KAYA APA TAUU.. SAMPAH BETT nyusahinnn si sialan. malah update mulu sekarang. tarik duit kaga bebas. parah luuu.. tinggal aja lah nih app,2025-06-07 03:06:47
brav kurniawan (BRAVO),1,terlalu banyak sub menu yang bikin binggung sellernya sering NGBLANK system di hape jadi harus clear cache sekedar cek size apknya besar 1gb sedangkan toped seller hanya 200mb,2025-06-07 03:01:30
Andre Cipi,1,aplikasi susah lewat hp.. tidak jelas dalam hal perhitungan pendapatan seller,2025-06-07 02:42:19
WantMore,1,Dimana menu penarikan dana woy???,2025-06-07 02:25:58
Ario Harry,1,Dan tokopedia menjual harga dirinya utk tiktod,2025-06-07 02:05:14
Henry,2,"ribet, tidak se simple tokopedia yg dulu",2025-06-07 01:31:42
Andaru Renaisandi,1,"bener2 gak jelas, disuruh gabung tapi daftar ordernya hilang semua, ada orderan sudah selesai dananya gak cair, tolong dong tokopedia kenapa jadi gini?",2025-06-07 01:06:01
Virdian Pratama,1,"update tapi kok tetap aja tidak ada menu saldo/penarikan, tidak ada menu untuk chat dengan cs",2025-06-06 23:37:08
Ramadhan,1,"penjual harus cepat mengirim pesanan, tapi setelah pesanan sampai, harus menunggu 6 hari untuk pencairan dana..kek mana lah itu nerugikan penjual..sebentar lagi tokped bangkrut sih ini aroma2nya",2025-06-06 22:15:26
Kiddycare,1,tiktok very monopolist,2025-06-06 17:21:53
Vincent Rijady,1,Pesanan yang masuk gagal di proses. Juga tdk ada opsi untuk print label.,2025-06-06 17:09:29
Yuda s,1,penyelesaian pesanan oleh pembeli 6 hari!!!!! aplikasi yang bikin pedagang bangkrut!!!!!! gimana mau putar modal nunggu penyelesaian saja sampai 1 Minggu belum ditambah lamanya pengiriman,2025-06-06 16:46:38
Apple Pen,1,very slow and laggy. UI is the worst than tokopedia seller,2025-06-06 15:20:36
stephanus tanisan,2,"posting barang harus di tinjau, prosesnya lama yah....",2025-06-06 14:35:25
Dani Sinaga,1,"Apk Jelek, lebih mudah dipakai tokopedia seller,, terpaksa pakai karena toktok paksa pakai, bagusan tokopedia seller,,",2025-06-06 13:46:43
M Badrus Syamsu Salim,1,"Semenjak merger makin gak jelas. UI nya juga malah bikin makin bingung, banyak chat yang ke skip. Mending pake app yg lama, lebih gampang dan intuitive UInya.",2025-06-06 13:13:03
Novaldi Andrean,1,"aplikasinya merugikan seller, customer minta refund otomatis diterima tanpa persetujuan seller",2025-06-06 09:48:24
CS,1,Banyakan error nya,2025-06-06 09:42:31
Richi Dellan,1,"Sangat tdk sebanding kenyamanan menggunakannya dibanding dgn aplikasi tokopedia seller. Tapi apalah daya, semua seller tokped sprt dipaksa utk beralih dgn app ini. Yg lebih parah,, akses web seller center juga sangat sangat lemot, butuh PC dgn ram besar. Belum lagi fitur2nya yg sangat tdk user friendly.. di sisi lain, kalo ngiklan skrg dipaksakan dgn sistem bid otomatis. Ga ada lg keleluasaan mengatur keyword & bid sesuai kebutuhan. Sungguh kebijakan integrasi ini sangat merugikan seller tokped.",2025-06-06 09:31:18
Aaron Miles,4,One of my favorite apps. The best exposure .Currently developing my brand shop.,2025-06-06 08:12:19
Keith Andrews,5,great,2025-06-06 06:54:47
Juri Setyanto,1,"Setelah install dan migrasi aplikasi Tokopedia Seller ke Tokopedia & TikTok Shop Seller ini penggunaan RAM HP saya meningkat 2x lipat, membuat HP lambat bahkan ngelag. Aplikasi TikTok juga sama, membuat penggunaan RAM meningkat 2x lipat. Padahal sebelumnya, menggunakan Tokopedia Seller, lancar saja dan penggunaan RAM normal.",2025-06-06 06:36:41
santay bike,2,Fiturnya terlalu ribet dan tidak selengkap tokopedia. kenapa gk tiktokshop aja yg gabung ke toped seller sih??,2025-06-06 06:21:15
Albiker Sinamo,3,"make it simple, sellers friendly, like tokopedia platform before",2025-06-06 06:15:32
Joni Bangs,1,balikin tokped yang lama,2025-06-06 06:05:16
jomas success,5,good,2025-06-06 05:51:14
jay ar Gianan,1,"so frustrating to register on this Flatform, dont even dare to try to register to be a seller here.",2025-06-06 05:37:21
squarestore,4,tidak ada menu mengatur katalog produk seperti tokopedia dulu,2025-06-06 04:53:40
Hasudungan Siahaan,2,"tidak simple, dan Banyak Fitur",2025-06-06 04:22:42
Joey Ayunon,5,Great job👍🏻❤️ More power and God bless!,2025-06-06 04:21:21
Zein Tantrawirawan,1,luar biasa sulit pemakaian aplikasinya,2025-06-06 04:14:48
Sutjipto Kartasaputra,5,"Very helpful, the recommendation is good for the seller and makes me feel easier.",2025-06-06 03:30:10
Diego Ryan,1,nyesel merger.. aplikasi ribet.. potongan potongan banyak banget tanpa kejelasan.. lebih besar untung aplikasi drpd keuntungan pribadi.. tambah lagi tgl 10 juni ongkir mau dinaekin lagi jadi 40 ribu.. nyesell nyesel nyeselll,2025-06-06 03:11:31
Harya Juliansyah,2,Lebih mudah pada saat masih menggunakan tokopedia seller. Setelah diganubg dengan TokTok semua jadi ribet dan UInya pusingin,2025-06-06 03:10:43
Cody Arsenault,2,cant list my product,2025-06-06 02:41:56
Hazlina Kamaruzaman,5,good,2025-06-06 02:23:50
Monieq Tan,1,"Ribet, seller ga kasih disc. Tp potongan disc d set app sendiri blom lagi potongan komisi. Order masuk tokopedia tiktok, giliran komplenan masuk tokopedia seller. Tokopedia seller ga bis aliat ordera. Buset deh. Mana menu banyak cart segala. Ampuun",2025-06-06 00:56:09
melonngraphics,1,terlalu kaku,2025-06-06 00:48:57
محمد ملهي,5,great 😃👍,2025-06-06 00:41:46
Lianto Linawati,1,barang gagal kirim tidak terlihat dan tidak dikirim balik,2025-06-05 23:29:20
ginger clapps,5,it's nice & easy to view my orders & customers information. easy to navigate through.,2025-06-05 22:58:37
Ricky,1,"Merging tokopedia with tiktok are the worst selling experience ever. The whole new policy, apps ease of use, user behaviour, traffic, administration fees and so on are terrible. REST IN PEACE TOKOPEDIA.",2025-06-05 14:17:30
Vincent Sagita,4,UX nya masih agak kaku. tp aman tidak pernah nge bug,2025-06-05 13:41:39
Go Joss,1,"bikin ribet dan biaya banyak yang gak jelas & sebagai seller biaya layanan, pengiriman makin membengkak kacau balau.....",2025-06-05 12:43:35
adi putra,1,"Menu susah di mengerti, jauh bagusan Tokopediaseller, nyari chat ke Close aja susah bgt, gak se simple toped, mana kurir gak bisa milih yg mana aktif, kita harus jauh2 kirim ke kurir karena gak bisa di offin, inti nya tiktokshoop gak cocok untuk umkm kecil,",2025-06-05 12:29:31
NOFIYANTO,1,"1. Refund gak ada fair2nya antara seller dan buyer, gak ada mediasi dulu seperti marketplace lain, langsung oke oke aja, kebijakan aneh, mana ongkirnya ditanggung seller padahal buyernya yg aneh. 2. Pencairan dana ke seller lama banget, gila nunggu 7 hari, buat seller yg gak ada backup dana banyak pasti jadi kacau. Total 2 minggu lebih untuk bisa nyairin dana barang yg terjual. 3. Itu Cs kerjanya ngapain? Bales cuma pake template, mana lama bgt. Mentok dibikinin tiket. 4. Biaya platform mencekik",2025-06-05 11:27:58
Jemal Alem,5,that is nice,2025-06-05 10:36:55
AJ,1,"The whole migration thing is just so bad. It looks like a beta version app that made the previous version a lot better to use. The previous Tokopedia Seller app is much much better, simpler and faster to use and manage, not like this new version that's pure abysmal dogshit. This is the worse thing that's ever happened to Tokopedia, and one of the things that I regret in my life: migrating my Tokopedia Seller and TikTok Seller!",2025-06-05 08:50:43
diva Disty,1,Peninjauan untuk penambahan produk baru yang dijual terlalu lama,2025-06-05 07:59:41
Marian Isales,5,it's good,2025-06-05 07:23:18
Chianto Yap,1,jangan pernah mau gabungin akun tokpedmu dgn tiktokshop.... sungguh penyesalan seumur hidup!!!!,2025-06-05 07:00:25
Aris,1,"Worst seller center in Indonesia on mobile device i've ever used. Loading takes too long, frequently got ""Something went wrong, please try again"" after waiting so long. Old Tokopedia seller center was way more clean, powerful and organized. It is still not ready yet 👎👎",2025-06-05 06:05:03
Bagus Ario,1,"plisslah kalo sistem belum siap jangan maksa untuk PINDAH!!!! Suruh masukin kode verifikasi, giliran dapet kode incorect terooosss",2025-06-05 04:36:53
Erick,1,"Penanganan masalah oleh CS sangat lama menunggu antrean.. Pengalaman berjualan di sini juga sangat buruk, jauh kualitasnya dibandingkan apps tokopedia sebelumnya..",2025-06-05 03:55:14
aaron 88,1,susah dan membingungkan,2025-06-05 03:31:21
Niapa Niama,1,"Carefully, scam apps",2025-06-05 03:30:08
Kairi Honami,1,"Rese, sebagai non user tik tok, ini ganggu banget, jadi maksudnya kalau gak install ini gak bisa buka tokpes seller gitu? mending sekalian ganti toko aja.",2025-06-05 03:01:07
Muhammad Mitahul Irfan,1,"Fungsionsal aplikasi buruk. Ini poin-poin penting yang harus diperbaiki : 1. Aktifkan kembali pemilihan kurir. Bukannya pilih kasih, tapi beberapa kurir benar-benar tidak ada di daerah kita. 2. Kembalikan fitur iklan (TopAds) yang terintegrasi di satu aplikasi. Yang sekarang tidak bekerja sama sekali 3. Kembalikan branda seperti Tokopedia. Yang sekarang tidak informatif sama sekali. Jujur aplikasi ini kayak mereka ingin meniru Shopee. Tapi versi plasunya aplikasi Shopee",2025-06-05 02:59:35
Wen,1,"belum tanggal 9 udah di paksa pindah (tdk bs login) per hari ini tgl 5, kalau hal kecil gini aja bohong, gimna mau percaya lagi sama tokopedia?",2025-06-05 02:41:51
Andry Yapilus,1,"sangat mengecewakan ya, padahal dulu sangat enak berjualan di tokopedia sebelum bergabung dengan tiktok, sejak digabung jadi makin ribet dan menyusahkan. komplain pesanan alur dan penjelasan tidak jelas, tidak ada admin yang menengahi ketika kesepakatan belum tercapai, buka bantuan admin nunggunya bisa sampai 2 jam dan solusi nya tidak ada. admin nya baru sebentar nggak dibalas langsung tutup chat. kalo begini terus mending ke kompetitor sebelah saja ya.",2025-06-05 01:06:19
dicky septiawan,1,"bad experienced, better old version before merger.",2025-06-05 00:26:33
Bismo Nugroho,1,"beratnya minta ampun, 😭",2025-06-04 23:31:24
Andi Fadhil,1,"Seharusnya mereka merger tidak membuat aplikasi baru, Migrasi yang berantakan, UI ""Modern"" seperti labirin, Beberapa fitur convenience dihapus, dan penarikan dana tidak se-seamless aplikasi lama. What a disaster of merger",2025-06-04 18:45:42
Hendri Phoeng,1,"tidak bisa login, intergarasi tokopedia bermasalah. akun tokopedia yang sudah lama dijaga hilang!!!!!",2025-06-04 18:27:11
soedjadie industries,1,Dana hasil penjualan kemana?,2025-06-04 17:44:43
Audreyanna Franklin,5,im learning,2025-06-04 16:54:59
Angga ?,1,"UI dan UX nya bener bener membingungkan, ini adalah produk setengah jadi yang di rilis ke market entah tujuanny apa. bikin repot penjual.",2025-06-04 11:21:54
Oka TOMS,5,Amazing,2025-06-04 11:00:59
Av Gear,1,5103 500 error login,2025-06-04 10:53:29
Ivan Onggo,1,busuk mau ganti gudang toko gabisa,2025-06-04 10:50:03
Brannon,5,Future E-commerce platform,2025-06-04 10:23:15
Husnul Wardiyah,1,"PLEASE REALLY MUST BE IMPROVED AGAIN! THE INTEGRATION PROCESS IS SLOW AND MANY PRODUCTS DON'T APPEAR IN THE APPLICATION! EVEN IF IT'S BEEN RE-UPLOADED, IT STILL DOESN'T APPEAR! THERE ARE SO MANY BUGS, THE BRANCH WAREHOUSE PROCESS ALSO NEEDS TO BE IMPROVED AGAIN! VERY BAD!",2025-06-04 07:31:30
RPL Satu,1,mending keluar deh drpd kacau gini,2025-06-04 06:35:29
Masri Lin,1,jelek terlalu di paksa untuk pindah padahal app belum siap di pakai,2025-06-04 06:23:48
Aiueo,1,"aplikasi ga siap tp mau ambil alih, nyusahin orang, mudah mudahan hidupnya susah juga 🙏",2025-06-04 02:48:05
credens justiciam,1,"Aplikasinya jelek, UI jelek, UX jelek, pesanan sering tdk update, masalah saat drop off paket, potongannya besar, semoga bisa cepat berbenah",2025-06-04 02:18:33
buana wisnu,2,UI nya parah...bener bener flat ga menarik...susunan juga membingungkan seller..,2025-06-04 00:12:45
Reanna Rudey,1,Absolute Nightmare!!!,2025-06-04 00:01:45
indra partha,1,sebelumnya saya tidak pernah liat aplikasi dengan bintang satu sebanyak ini. seller Tokopedia dipaksa untuk integrasi ke aplikasi ini dengan membatasi fitur alhasil toko yang kami bangun dari jaman corona tutup statusnya / tidak beroperasi dalam hitungan menit setelah di integrasi. yang bikin aplikasi ini bisa dituntut ga sih karena Sudah menghancurkan ribuan usaha di Tokopedia seller.,2025-06-03 21:20:42
Pale Aqua Design Channel,1,ribet. mendingan pake toped seler yg lama. lebih user friendly,2025-06-03 19:04:10
Ariel,1,"I've already verified my account but I was forced to do it again on the app but they told me I've done it too many times like it was my fault. Horrible experience with the agent, I rather set up and my seller center on my laptop than on the app. Stay away from the app and just save your time.",2025-06-03 18:24:27
FIK KKK,1,"Confusing to use, not intuitive for emerging shop. Stuck at the emerging product bla bla bla bla without proper explenation.",2025-06-03 18:24:03
Gilbert Wibowo,1,slow dan lemot,2025-06-03 17:30:43
Anak Agung Gede Bayu Teja Putra,3,Tidak semudah menggunakan Tokopedia Seller,2025-06-03 16:37:38
Hendra Sanjaya,1,"semenjak gabung tiktok shop, semua jadi ribet.",2025-06-03 15:30:26
Od Stain,1,"app berat banget terlebih lagi untuk buat account masa harus isi data sesuai KTP beserta foto KTP wah ini si menurut saya udah ga bener,belum pernah saya download app pihak ketiga yang minta data diri harus sesuai KTP beserta foto nya inimah ada indikasi pencurian data bisa aj buat kejahatan cyber atau disalahgunakan,lagian Dr review yg lain tidak membuat jualan tambah income yg ada malah jualan tambah anyep payah tokped merger sama ini app kayak sengaja bunuh diri",2025-06-03 14:54:27
che,1,trash. how can i make my shop rating good if no one is buying? i ship orders fast but my shop rating is not getting better just because i dont get any orders. this is trash. tiktok shop is trash.,2025-06-03 14:26:11
Natassya Diana,1,mau login aj gabisa. berkali2 tulisannya error kesel banget. pdhl urgent mau reply chat customer,2025-06-03 13:11:03
Sohial Khan Said,4,it's quite easy to navigate and great options. Just need to start now,2025-06-03 13:05:21
MekuMeku TV,1,"its downgrade from tokopedia seller , not easy to use it",2025-06-03 12:09:57
Syam Arif,1,Verifikasi keterlaluan. Gak mau jualan dan beriklan di tiktok juga. Gk semuanya soal tiktok!!,2025-06-03 11:32:59
Aseq Sumau,1,"sangat ribet dan tim bantuan tidak membantu. Ada kendala data diri toko pada saat merger Tokopedia ke Tiktok yang alasannya karena data diri ada watermark (padahal itu memang bawaan KTP jaman dulu) Jadi saya mau update foto data diri tapi tidak ada pilihan untuk ubah foto? Di arahkan ke Tokopedia Seller, namun kendalanya sama. Tidak ada pilihan untuk update data diri toko. Anehnya kenapa Tokopedia mengizinkan lalu sekarang tiba2 di Tiktok seller tidak mengizinkan? Kami sangat di rugikan krn ini",2025-06-03 11:06:48
